onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.038	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.038	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.304	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.304	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.57	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.57	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.837	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.836	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.12	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.12	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.386	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.386	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.669	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.669	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.936	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.936	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.219	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.219	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.485	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.486	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.752	1	TrialStart	Oddball	11	1	1	1	492	Hit
28.752	0.2	ToneStart	Oddball	11	1	1	1	492	Hit
30.018	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
31.018	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.284	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.284	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.551	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.551	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.817	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.817	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
41.084	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
43.084	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.35	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.351	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.617	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.616	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.883	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.883	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
53.149	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
54.149	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.416	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.415	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.682	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.682	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.948	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.948	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
64.215	2	TrialStart	Oddball	24	1	1	1	531	Hit
66.215	0.2	ToneStart	Oddball	24	1	1	1	531	Hit
67.481	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
69.481	0.2	ToneStart	Standard	25	0	0	1	n/a	CorrectRejection
70.748	2	TrialStart	Standard	26	0	0	1	n/a	CorrectRejection
72.747	0.2	ToneStart	Standard	26	0	0	1	n/a	CorrectRejection
74.014	1	TrialStart	Standard	27	0	0	1	n/a	CorrectRejection
75.014	0.2	ToneStart	Standard	27	0	0	1	n/a	CorrectRejection
76.28	2	TrialStart	Standard	28	0	0	1	n/a	CorrectRejection
78.28	0.2	ToneStart	Standard	28	0	0	1	n/a	CorrectRejection
79.53	2	TrialStart	Oddball	29	1	1	1	549	Hit
81.53	0.2	ToneStart	Oddball	29	1	1	1	549	Hit
82.797	1	TrialStart	Novel	30	0	0	1	n/a	CorrectRejection
83.796	0.2	ToneStart	Novel	30	0	0	1	n/a	CorrectRejection
85.046	1	TrialStart	Standard	31	0	0	1	n/a	CorrectRejection
86.046	0.2	ToneStart	Standard	31	0	0	1	n/a	CorrectRejection
87.313	2	TrialStart	Standard	32	0	0	1	n/a	CorrectRejection
89.313	0.2	ToneStart	Standard	32	0	0	1	n/a	CorrectRejection
90.562	1	TrialStart	Novel	33	0	0	1	n/a	CorrectRejection
91.562	0.2	ToneStart	Novel	33	0	0	1	n/a	CorrectRejection
92.812	2	TrialStart	Standard	34	0	0	1	n/a	CorrectRejection
94.812	0.2	ToneStart	Standard	34	0	0	1	n/a	CorrectRejection
96.062	2	TrialStart	Standard	35	0	0	1	n/a	CorrectRejection
98.062	0.2	ToneStart	Standard	35	0	0	1	n/a	CorrectRejection
99.312	1	TrialStart	Standard	36	0	0	1	n/a	CorrectRejection
100.312	0.2	ToneStart	Standard	36	0	0	1	n/a	CorrectRejection
101.561	1	TrialStart	Standard	37	0	0	1	n/a	CorrectRejection
102.561	0.2	ToneStart	Standard	37	0	0	1	n/a	CorrectRejection
103.811	2	TrialStart	Standard	38	0	0	1	n/a	CorrectRejection
105.811	0.2	ToneStart	Standard	38	0	0	1	n/a	CorrectRejection
107.061	2	TrialStart	Oddball	39	1	1	1	488	Hit
109.061	0.2	ToneStart	Oddball	39	1	1	1	488	Hit
110.311	2	TrialStart	Standard	40	0	0	1	n/a	CorrectRejection
112.31	0.2	ToneStart	Standard	40	0	0	1	n/a	CorrectRejection
113.56	2	TrialStart	Standard	41	0	0	1	n/a	CorrectRejection
115.56	0.2	ToneStart	Standard	41	0	0	1	n/a	CorrectRejection
116.827	1	TrialStart	Standard	42	0	0	1	n/a	CorrectRejection
117.827	0.2	ToneStart	Standard	42	0	0	1	n/a	CorrectRejection
119.093	1	TrialStart	Standard	43	0	0	1	n/a	CorrectRejection
120.093	0.2	ToneStart	Standard	43	0	0	1	n/a	CorrectRejection
121.36	1	TrialStart	Novel	44	0	0	1	n/a	CorrectRejection
122.376	0.2	ToneStart	Novel	44	0	0	1	n/a	CorrectRejection
123.643	1	TrialStart	Standard	45	0	0	1	n/a	CorrectRejection
124.643	0.2	ToneStart	Standard	45	0	0	1	n/a	CorrectRejection
