onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.038	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.039	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.288	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.288	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.538	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.538	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.787	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.787	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.037	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.037	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.287	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.287	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.537	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.536	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.786	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.786	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.036	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.036	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.286	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.286	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.535	1	TrialStart	Oddball	11	1	1	1	649	Hit
28.536	0.2	ToneStart	Oddball	11	1	1	1	649	Hit
29.785	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.785	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.035	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.035	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.285	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.285	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.534	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.534	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
40.784	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
42.784	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.034	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.034	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.283	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.283	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.55	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.55	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
52.799	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
53.8	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.049	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.049	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.299	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.299	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.548	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
