onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.053	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.055	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.303	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.303	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.553	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.552	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.819	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.82	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.085	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.085	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.352	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.352	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.618	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.618	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.884	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.885	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.151	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.151	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.417	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.417	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.684	1	TrialStart	Oddball	11	1	1	1	497	Hit
28.684	0.2	ToneStart	Oddball	11	1	1	1	497	Hit
29.95	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.951	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.217	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.216	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.483	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.483	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.749	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.749	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
41.016	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
43.015	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.282	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.283	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.548	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.548	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.815	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.814	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
53.081	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
54.081	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.347	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.347	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.614	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.614	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.88	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.88	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
64.147	2	TrialStart	Oddball	24	1	1	1	556	Hit
66.146	0.2	ToneStart	Oddball	24	1	1	1	556	Hit
67.413	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
69.413	0.2	ToneStart	Standard	25	0	0	1	n/a	CorrectRejection
70.679	2	TrialStart	Standard	26	0	0	1	n/a	CorrectRejection
72.679	0.2	ToneStart	Standard	26	0	0	1	n/a	CorrectRejection
73.945	1	TrialStart	Standard	27	0	0	1	n/a	CorrectRejection
74.945	0.2	ToneStart	Standard	27	0	0	1	n/a	CorrectRejection
76.212	2	TrialStart	Standard	28	0	0	1	n/a	CorrectRejection
78.212	0.2	ToneStart	Standard	28	0	0	1	n/a	CorrectRejection
79.478	2	TrialStart	Oddball	29	1	1	1	471	Hit
81.478	0.2	ToneStart	Oddball	29	1	1	1	471	Hit
82.745	1	TrialStart	Novel	30	0	0	1	n/a	CorrectRejection
83.744	0.2	ToneStart	Novel	30	0	0	1	n/a	CorrectRejection
85.011	1	TrialStart	Standard	31	0	0	1	n/a	CorrectRejection
86.011	0.2	ToneStart	Standard	31	0	0	1	n/a	CorrectRejection
87.277	2	TrialStart	Standard	32	0	0	1	n/a	CorrectRejection
89.277	0.2	ToneStart	Standard	32	0	0	1	n/a	CorrectRejection
90.544	1	TrialStart	Novel	33	0	0	1	n/a	CorrectRejection
91.545	0.2	ToneStart	Novel	33	0	0	1	n/a	CorrectRejection
92.81	2	TrialStart	Standard	34	0	0	1	n/a	CorrectRejection
94.81	0.2	ToneStart	Standard	34	0	0	1	n/a	CorrectRejection
96.076	2	TrialStart	Standard	35	0	0	1	n/a	CorrectRejection
98.076	0.2	ToneStart	Standard	35	0	0	1	n/a	CorrectRejection
99.343	1	TrialStart	Standard	36	0	0	1	n/a	CorrectRejection
100.343	0.2	ToneStart	Standard	36	0	0	1	n/a	CorrectRejection
101.609	1	TrialStart	Standard	37	0	0	1	n/a	CorrectRejection
102.609	0.2	ToneStart	Standard	37	0	0	1	n/a	CorrectRejection
103.876	2	TrialStart	Standard	38	0	0	1	n/a	CorrectRejection
105.875	0.2	ToneStart	Standard	38	0	0	1	n/a	CorrectRejection
107.142	2	TrialStart	Oddball	39	1	1	1	589	Hit
109.142	0.2	ToneStart	Oddball	39	1	1	1	589	Hit
110.408	2	TrialStart	Standard	40	0	0	1	n/a	CorrectRejection
112.408	0.2	ToneStart	Standard	40	0	0	1	n/a	CorrectRejection
113.676	2	TrialStart	Standard	41	0	0	1	n/a	CorrectRejection
115.674	0.2	ToneStart	Standard	41	0	0	1	n/a	CorrectRejection
116.941	1	TrialStart	Standard	42	0	0	1	n/a	CorrectRejection
117.941	0.2	ToneStart	Standard	42	0	0	1	n/a	CorrectRejection
119.207	1	TrialStart	Standard	43	0	0	1	n/a	CorrectRejection
120.207	0.2	ToneStart	Standard	43	0	0	1	n/a	CorrectRejection
121.474	1	TrialStart	Novel	44	0	0	1	n/a	CorrectRejection
122.474	0.2	ToneStart	Novel	44	0	0	1	n/a	CorrectRejection
123.74	1	TrialStart	Standard	45	0	0	1	n/a	CorrectRejection
124.74	0.2	ToneStart	Standard	45	0	0	1	n/a	CorrectRejection
126.007	2	TrialStart	Standard	46	0	0	1	n/a	CorrectRejection
