onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.047	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.048	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.297	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.297	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.547	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.546	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.796	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.796	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.046	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.046	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.296	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.295	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.545	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.545	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.795	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.795	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.045	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.045	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.295	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.294	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.544	1	TrialStart	Oddball	11	1	0	0	n/a	Miss
28.544	0.2	ToneStart	Oddball	11	1	0	0	n/a	Miss
29.794	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.794	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.044	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.044	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.293	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.293	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.543	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.543	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
40.793	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
42.793	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.043	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
