onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.061	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.062	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.327	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.327	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.594	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.594	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.86	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.86	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.126	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.126	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.393	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.393	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.659	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.659	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.926	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.927	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.192	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.192	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.458	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.458	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.725	1	TrialStart	Oddball	11	1	1	1	390	Hit
28.741	0.2	ToneStart	Oddball	11	1	1	1	390	Hit
30.008	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
31.009	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.274	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.274	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.541	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.541	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.807	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.807	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
41.074	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
43.073	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.34	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.341	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.606	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.606	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.873	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.872	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
53.139	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
54.139	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.405	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.405	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.672	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.672	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.938	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.938	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
64.205	2	TrialStart	Oddball	24	1	1	1	574	Hit
66.204	0.2	ToneStart	Oddball	24	1	1	1	574	Hit
67.471	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
