onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.058	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.059	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.324	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.324	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.591	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.591	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.857	2	TrialStart	Novel	4	0	1	0	611	FalseAlarm
11.857	0.2	ToneStart	Novel	4	0	1	0	611	FalseAlarm
13.123	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.124	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.39	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.39	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.656	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.656	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.923	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.923	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.189	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.189	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.456	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.456	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.722	1	TrialStart	Oddball	11	1	1	1	487	Hit
28.722	0.2	ToneStart	Oddball	11	1	1	1	487	Hit
29.988	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.988	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.255	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.255	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.521	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.521	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.788	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.788	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
41.054	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
43.054	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.32	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.321	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.587	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.587	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.853	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.853	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
53.12	1	TrialStart	Standard	20	0	1	0	501	FalseAlarm
54.119	0.2	ToneStart	Standard	20	0	1	0	501	FalseAlarm
55.369	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.369	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.619	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.619	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.885	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.885	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
64.152	2	TrialStart	Oddball	24	1	1	1	474	Hit
66.152	0.2	ToneStart	Oddball	24	1	1	1	474	Hit
67.418	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
69.418	0.2	ToneStart	Standard	25	0	0	1	n/a	CorrectRejection
70.684	2	TrialStart	Standard	26	0	0	1	n/a	CorrectRejection
72.684	0.2	ToneStart	Standard	26	0	0	1	n/a	CorrectRejection
73.951	1	TrialStart	Standard	27	0	0	1	n/a	CorrectRejection
74.951	0.2	ToneStart	Standard	27	0	0	1	n/a	CorrectRejection
76.217	2	TrialStart	Standard	28	0	0	1	n/a	CorrectRejection
78.217	0.2	ToneStart	Standard	28	0	0	1	n/a	CorrectRejection
79.484	2	TrialStart	Oddball	29	1	1	1	595	Hit
81.483	0.2	ToneStart	Oddball	29	1	1	1	595	Hit
82.75	1	TrialStart	Novel	30	0	0	1	n/a	CorrectRejection
83.75	0.2	ToneStart	Novel	30	0	0	1	n/a	CorrectRejection
85.016	1	TrialStart	Standard	31	0	0	1	n/a	CorrectRejection
86.016	0.2	ToneStart	Standard	31	0	0	1	n/a	CorrectRejection
87.283	2	TrialStart	Standard	32	0	0	1	n/a	CorrectRejection
89.283	0.2	ToneStart	Standard	32	0	0	1	n/a	CorrectRejection
90.549	1	TrialStart	Novel	33	0	0	1	n/a	CorrectRejection
91.55	0.2	ToneStart	Novel	33	0	0	1	n/a	CorrectRejection
92.816	2	TrialStart	Standard	34	0	0	1	n/a	CorrectRejection
94.815	0.2	ToneStart	Standard	34	0	0	1	n/a	CorrectRejection
96.082	2	TrialStart	Standard	35	0	0	1	n/a	CorrectRejection
98.082	0.2	ToneStart	Standard	35	0	0	1	n/a	CorrectRejection
99.332	1	TrialStart	Standard	36	0	0	1	n/a	CorrectRejection
100.332	0.2	ToneStart	Standard	36	0	0	1	n/a	CorrectRejection
101.598	1	TrialStart	Standard	37	0	0	1	n/a	CorrectRejection
102.598	0.2	ToneStart	Standard	37	0	0	1	n/a	CorrectRejection
103.865	2	TrialStart	Standard	38	0	0	1	n/a	CorrectRejection
105.864	0.2	ToneStart	Standard	38	0	0	1	n/a	CorrectRejection
107.131	2	TrialStart	Oddball	39	1	1	1	620	Hit
109.131	0.2	ToneStart	Oddball	39	1	1	1	620	Hit
110.397	2	TrialStart	Standard	40	0	0	1	n/a	CorrectRejection
112.398	0.2	ToneStart	Standard	40	0	0	1	n/a	CorrectRejection
113.664	2	TrialStart	Standard	41	0	0	1	n/a	CorrectRejection
115.663	0.2	ToneStart	Standard	41	0	0	1	n/a	CorrectRejection
116.913	1	TrialStart	Standard	42	0	0	1	n/a	CorrectRejection
117.913	0.2	ToneStart	Standard	42	0	0	1	n/a	CorrectRejection
119.18	1	TrialStart	Standard	43	0	0	1	n/a	CorrectRejection
120.18	0.2	ToneStart	Standard	43	0	0	1	n/a	CorrectRejection
121.446	1	TrialStart	Novel	44	0	0	1	n/a	CorrectRejection
122.447	0.2	ToneStart	Novel	44	0	0	1	n/a	CorrectRejection
123.713	1	TrialStart	Standard	45	0	0	1	n/a	CorrectRejection
124.713	0.2	ToneStart	Standard	45	0	0	1	n/a	CorrectRejection
125.979	2	TrialStart	Standard	46	0	0	1	n/a	CorrectRejection
127.979	0.2	ToneStart	Standard	46	0	0	1	n/a	CorrectRejection
129.245	2	TrialStart	Standard	47	0	0	1	n/a	CorrectRejection
131.245	0.2	ToneStart	Standard	47	0	0	1	n/a	CorrectRejection
132.512	1	TrialStart	Standard	48	0	0	1	n/a	CorrectRejection
133.512	0.2	ToneStart	Standard	48	0	0	1	n/a	CorrectRejection
134.778	2	TrialStart	Oddball	49	1	1	1	617	Hit
136.778	0.2	ToneStart	Oddball	49	1	1	1	617	Hit
138.045	2	TrialStart	Standard	50	0	0	1	n/a	CorrectRejection
140.044	0.2	ToneStart	Standard	50	0	0	1	n/a	CorrectRejection
141.311	2	TrialStart	Standard	51	0	0	1	n/a	CorrectRejection
143.311	0.2	ToneStart	Standard	51	0	0	1	n/a	CorrectRejection
144.577	2	TrialStart	Standard	52	0	0	1	n/a	CorrectRejection
146.577	0.2	ToneStart	Standard	52	0	0	1	n/a	CorrectRejection
147.844	2	TrialStart	Novel	53	0	0	1	n/a	CorrectRejection
149.843	0.2	ToneStart	Novel	53	0	0	1	n/a	CorrectRejection
151.111	2	TrialStart	Standard	54	0	0	1	n/a	CorrectRejection
153.11	0.2	ToneStart	Standard	54	0	0	1	n/a	CorrectRejection
154.376	1	TrialStart	Standard	55	0	0	1	n/a	CorrectRejection
155.377	0.2	ToneStart	Standard	55	0	0	1	n/a	CorrectRejection
156.643	1	TrialStart	Novel	56	0	0	1	n/a	CorrectRejection
157.643	0.2	ToneStart	Novel	56	0	0	1	n/a	CorrectRejection
158.893	2	TrialStart	Standard	57	0	0	1	n/a	CorrectRejection
160.892	0.2	ToneStart	Standard	57	0	0	1	n/a	CorrectRejection
162.159	1	TrialStart	Standard	58	0	0	1	n/a	CorrectRejection
163.159	0.2	ToneStart	Standard	58	0	0	1	n/a	CorrectRejection
164.425	1	TrialStart	Standard	59	0	0	1	n/a	CorrectRejection
165.425	0.2	ToneStart	Standard	59	0	0	1	n/a	CorrectRejection
166.692	1	TrialStart	Oddball	60	1	1	1	681	Hit
167.692	0.2	ToneStart	Oddball	60	1	1	1	681	Hit
168.959	1	TrialStart	Standard	61	0	0	1	n/a	CorrectRejection
169.958	0.2	ToneStart	Standard	61	0	0	1	n/a	CorrectRejection
171.225	2	TrialStart	Standard	62	0	0	1	n/a	CorrectRejection
173.224	0.2	ToneStart	Standard	62	0	0	1	n/a	CorrectRejection
174.491	2	TrialStart	Standard	63	0	0	1	n/a	CorrectRejection
